Domain,Redirect,Agency,Status,Response Time,Title,Description,Keywords,Robots,Viewport,Canonical,OG Locale,OG Site Name,OG Type,OG Title,OG Description,OG Url,OG Image,OG Image Width,OG Image Height,OG Image Alt,Twitter Card,Twitter Title,Twitter Description,Twitter Image
stopfakes.gov,https://www.stopfakes.gov/welcome,Department of Commerce,200,896,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
time.gov,undefined,Department of Commerce,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tsunami.gov,https://tsunami.gov/,Department of Commerce,200,305,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
trade.gov,https://www.trade.gov/,Department of Commerce,200,191,true,true,false,false,true,true,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
weather.gov,https://www.weather.gov/,Department of Commerce,200,299,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tasefiling.gov,https://itatasb2c.b2clogin.com/273317c2-6fdc-4d1f-8000-6d9fc6ca17a3/b2c_1_tasportalapp/oauth2/v2.0/authorize?client_id=380dcc7e-7e25-4594-90d9-ca2efc305ba3&redirect_uri=https%3A%2F%2Ftasefiling.powerappsportals.us%2Fsignin-aad-b2c_1&response_type=code%20id_token&scope=openid&state=OpenIdConnect.AuthenticationProperties%3DoOwGvdes2W5Ih12m1TsYKxcrN_KHlXTFQZx1KriEeBOdLXafuda9Zy1jpY_iZ2Zgug5r6fYeX2hW3qdM21ne0FncqJVNoJllPouo3HGH7wrZv0-SRJOO00ESvj7xZtnDbxf03fbLAEnvGVXTd9K3oqcPkhtZswF6OtXAMH7Le_UX8YJQXVIQcVzcWylc1PRWO5d43EImPD3G67mbqEUk9KrWrgrvITrgc0oat3HI1ZK_t5L4I5Jk2EfDgNd_u2KLSYz7IOjaa4FXau7KxGJG5CvDrF45c4abTI3FhFM184Bkp1WOIAp5ucCacKN6xSNXRbtTwYx6WKM9OHPhU0PoFMQTQK4EjkTuja1miOtC2M6Da-orZj3I9LdxaZ4IADkcA0vx4O9jA_7HM2WrMvpCNddv6cpC1Cl4pnZutnWKFN-TB_5dIKEcy6558zBFOs-q&response_mode=form_post&nonce=638448557207151844.ZWI2ZDcwOWYtZDdmMi00MTk2LTg5YmYtMDAxMzczMDExNzk1NDQyOTMxOWQtOTY2Ny00ZDgxLWFiMzEtYmEzZDE5OWI1NDZl&ui_locales=en-US&x-client-SKU=ID_NET461&x-client-ver=5.3.0.0,Department of Commerce,200,448,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
uspto.gov,https://www.uspto.gov/,Department of Commerce,200,139,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false
xd.gov,https://www.xd.gov/,Department of Commerce,200,308,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,true,true,true,false,true
wwtg.gov,https://www.wwtg.gov/,Department of Commerce,200,369,true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false
usicecenter.gov,https://usicecenter.gov/,Department of Commerce,200,442,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
aftac.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
adlnet.gov,https://adlnet.gov/,Department of Defense,200,141,true,true,false,false,true,false,false,true,false,false,true,true,true,false,false,false,true,true,false,false,false
capnhq.gov,https://capnhq.gov/Default.aspx?ReturnUrl=%2f,Department of Defense,200,254,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
techhubs.gov,https://www.eda.gov/funding/programs/regional-technology-and-innovation-hubs,Department of Commerce,200,1257,true,false,false,false,true,true,false,true,true,true,true,true,true,false,false,true,false,true,true,false,true
cap.gov,https://www.gocivilairpatrol.com/,Department of Defense,200,203,true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,false,false,false,false,false,false
businessdefense.gov,https://www.businessdefense.gov/,Department of Defense,200,450,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ctoc.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
cnss.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
defense.gov,https://www.defense.gov/,Department of Defense,200,228,true,true,true,true,true,false,false,true,true,true,true,true,true,false,false,false,true,true,true,true,true
cmts.gov,https://www.cmts.gov/,Department of Defense,200,266,true,true,true,false,true,true,false,false,true,true,true,true,false,false,false,false,true,true,true,true,false
cttso.gov,https://cttso.gov/,Department of Defense,200,352,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
iad.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ioss.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
dc3on.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fvap.gov,https://www.fvap.gov/,Department of Defense,200,273,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,true,false
intelligencecareers.gov,https://www.intelligencecareers.gov/,Department of Defense,200,332,true,true,false,false,true,true,false,false,true,true,true,true,true,false,false,false,false,false,false,false,false
altusandc.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
itc.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mtmc.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
lps.gov,http://www.lps.gov/,Department of Defense,200,270,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
iwtsd.gov,https://iwtsd.gov/,Department of Defense,200,344,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
jccs.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
mypay.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nationalresourcedirectory.gov,http://nationalresourcedirectory.gov/,Department of Defense,200,91,true,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false
fehrm.gov,https://www.fehrm.gov/,Department of Defense,200,224,true,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false
hive.gov,https://www.hive.gov/,Department of Defense,200,220,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
oneaftac.gov,undefined,Department of Defense,500,undefined,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nro.gov,https://www.nro.gov/,Department of Defense,200,159,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nbib.gov,https://www.dcsa.mil/,Department of Defense,200,160,true,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nsa.gov,https://www.nsa.gov/,Department of Defense,200,247,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nrd.gov,http://nrd.gov/,Department of Defense,200,99,true,true,true,false,true,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false
nsep.gov,https://dlnseo.org/NSEP,Department of Defense,426,189,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tak.gov,https://tak.gov/,Department of Defense,421,192,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
tswg.gov,https://tswg.gov/,Department of Defense,200,339,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
budgetlob.gov,https://budgetlob.gov/,Department of Education,404,407,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
childstats.gov,https://www.childstats.gov/,Department of Education,200,594,true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
fafsa.gov,https://studentaid.gov/h/apply-for-aid/fafsa,Department of Education,200,320,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
nagb.gov,https://www.nagb.gov/,Department of Education,200,358,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
collegenavigator.gov,https://nces.ed.gov/collegenavigator/,Department of Education,200,608,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
ed.gov,https://www.ed.gov/,Department of Education,200,672,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
g5.gov,https://g5.gov/,Department of Education,200,811,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
