domain,agency,status,redirect,xml,items,pdfs
nasa-usa.de,"National Aeronautical and Space Administration (NASA)",404,"https://www.nasa.gov/sitemap.xml",false,0,0
mynextmove.org,"Employment and Training Administration",404,"https://www.mynextmove.org/sitemap.xml",false,0,0
mymcx.com,"U.S. Marine Corps",404,"https://www.mymcx.com/sitemap.xml",false,0,0
myskillsmyfuture.org,"Employment and Training Administration",404,"https://www.myskillsmyfuture.org/404.aspx",false,0,0
myfuture.com,"Department of Defense (DOD)",200,"https://myfuture.com/sitemap.xml",true,0,0
nationalatlas.com,"Department of Interior (DOI)",500,"undefined",false,0,0
moon-cal.org,"U.S. Geological Survey (USGS)",403,"https://moon-cal.org/sitemap.xml",false,0,0
moneyfactory.com,"Bureau of Engraving and Printing",200,"https://www.moneyfactory.com/sitemap_index.xml",true,0,0
midlandsareacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
michcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
myedaccount.com,"Department of Education (ED)",200,"https://myedaccount.com/sitemap.xml",false,0,0
micanaldepanama.com,"Autoridad del Canal de Panama/Panama Canal Authority",200,"https://pancanal.com/sitemap_index.xml",true,0,0
metrodenvercfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
mdacareers.com,"Missile Defense Agency",500,"undefined",false,0,0
miamivalleycfc.org,"Combined Federal Campaign",404,"http://www.miamivalleycfc.org/sitemap.xml",false,0,0
mcmregistration.com,"U.S. Marine Corps (USMC)",301,"https://mcmregistration.com/404.html",false,0,0
martinoticias.com,"U.S. Agency for Global Media",200,"https://www.martinoticias.com/sitemap.xml",true,0,0
minneapolisfed.org,"Federal Reserve Board",500,"https://www.minneapolisfed.org/sitemap.xml",false,0,0
marines.com,"U.S. Marine Corps (USMC)",200,"https://www.marines.com/sitemap.xml",true,73,0
marinemarathon.com,"U.S. Marine Corps (USMC)",200,"https://www.marinemarathon.com/sitemap_index.xml",true,0,0
marineforlife.org,"U.S. Marine Corps (USMC)",200,"https://www.usmc-mccs.org/marine-family-support/transition-readiness/marine-for-life-network",false,0,0
maricopacfc.org,"Combined Federal Campaign",200,"https://www.maricopacfc.org/",false,0,7
marshallcenter.org,"George C. Marshall European Center for Security Studies",500,"undefined",false,0,0
livingmemorialsproject.net,"U.S. Forest Service (USFS)",200,"https://www.livingmemorialsproject.net/sitemap.xml",true,0,0
manufacturingusa.com,"National Institute of Standards and Technology",404,"https://www.manufacturingusa.com/sitemap.xml",false,0,0
lifeasamarine.com,"U.S. Marine Corps (USMC)",500,"undefined",false,0,0
literacydirectory.org,"Department of Education (ED)",404,"https://literacydirectory.org/sitemap.xml",false,0,0
makersinspaces.org,"Department of State",500,"undefined",false,0,0
ktcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
leopold.wilderness.net,"U.S. Forest Service (USFS)",404,"https://leopold.wilderness.net/sitemap.xml",false,0,0
knowyouroptions.com,"Federal National Mortgage Association",200,"https://singlefamily.fanniemae.com/sitemap.xml",true,0,0
lbjlibrary.org,"National Archives and Records Administration (NARA)",404,"https://lbjlibrary.org/sitemap.xml",false,0,0
kansascfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
johnsoncity-mountainhomecfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
jfklibrary.org,"National Archives and Records Administration (NARA)",200,"https://www.jfklibrary.org/sitemap.xml",true,0,0
jlab.org,"Department of Energy (DOE)",200,"https://www.jlab.org/sitemap.xml",true,0,0
inwcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
jamrs.org,"Department of Defense (DOD)",404,"https://jamrs.defense.gov/sitemap.xml",false,0,0
intermountaincfc.org,"Combined Federal Campaign",200,"http://intermountaincfc.org/sitemap_index.xml",true,0,0
kcp.com,"Department of Energy (DOE)",404,"https://kcnsc.doe.gov/sitemap.xml",false,0,0
informationrx.org,"Health and Human Services (HHS)",500,"undefined",false,0,0
iipdigital.ait.org.tw,"Department of State (DOS)",500,"undefined",false,0,0
illowacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
insidevoa.com,"U.S. Agency for Global Media",200,"https://www.insidevoa.com/sitemap.xml",true,0,0
huduser.org,"Department of Housing and Urban Development (HUD)",404,"https://www.huduser.gov/sitemap.xml",false,0,0
hudnsphelp.info,"Department of Housing and Urban Development (HUD)",404,"https://hudnsphelp.info/sitemap.xml",false,0,0
hudhre.info,"Department of Housing and Urban Development (HUD)",200,"https://hudhre.info/wp-sitemap.xml",true,0,0
hudexchange.info,"Department of Housing and Urban Development (HUD)",404,"undefined",false,0,0
hudhomestore.com,"Department of Housing and Urban Development (HUD)",500,"https://www.hudhomestore.gov/sitemap.xml",false,0,0
hubblesite.org,"National Aeronautics and Space Administration (NASA)",500,"undefined",false,0,0
homelandsecurity.conferenceon.tv,"Department of Homeland Security (DHS)",500,"undefined",false,0,0
heartofthemidlandscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
heartofalabamacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
hsdl.org,"Department of Homeland Security (DHS)",404,"https://www.hsdl.org/sitemap.xml",false,0,0
greencountrycfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
greaterwicfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
greatermscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
greaterhartfordcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
gopcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
godirect.org,"Federal Reserve Board",200,"https://www.godirect.gov/gpw/",false,0,0
heartlandcfc.org,"Combined Federal Campaign",200,"https://heartlandcfc.org/sitemap.xml",false,0,0
gocivilairpatrol.com,"U.S. Air Force Auxiliary",200,"https://www.gocivilairpatrol.com/sitemap.xml",true,1402,0
goarmy.com,"Department of the Army",200,"https://www.goarmy.com/sitemap.xml",true,828,0
goang.com,"Department of the Air Force",200,"https://www.airforce.com/goang/sitemap.xml",true,401,0
glnpo.net,"Environmental Protection Agency (EPA)",500,"undefined",false,0,0
getsmartaboutdrugs.com,"Drug Enforcement Agency (DEA)",404,"https://www.getsmartaboutdrugs.gov/sitemap.xml",false,0,0
gocoastguard.com,"U.S. Coast Guard",500,"https://gocoastguard.com/sitemap.xml",false,0,0
georgewbushlibrary.smu.edu,"National Archives and Records Administration (NARA)",200,"https://www.georgewbushlibrary.gov/sitemap.xml",true,1,0
gatewaycfc.org,"Combined Federal Campaign",200,"https://nexuscommunity.org/",false,0,0
ftcampbellareacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
genomereference.org,"Department of Health and Human Services (HHS)",200,"https://www.ncbi.nlm.nih.gov/grc",false,0,0
fsafeds.com,"Office of Personnel Management (OPM)",403,"undefined",false,0,0
freefilefillableforms.com,"Internal Revenue Service",200,"https://freefilefillableforms.com/sitemap.xml",true,68,0
freddiemac.com,"Federal Home Loan Mortgage Corporation",200,"https://www.freddiemac.com/sitemap.xml",true,336,0
frbsf.org,"Federal Reserve Board",200,"https://www.frbsf.org/sitemap_index.xml",true,0,0
forestryimages.org,"U.S. Forest Service (USFS)",404,"https://www.forestryimages.org/sitemap.xml",false,0,0
fmjfee.com,"U.S. Citizenship and Immigration Service (USCIS)",404,"https://www.fmjfee.com/sitemap.xml",false,0,0
firelab.org,"U.S. Forest Service (USFS)",404,"https://firelab.org/sitemap.xml",false,0,0
findtbresources.org,"Centers for Disease Control and Prevention (CDC)",500,"undefined",false,0,0
fhlbtopeka.com,"Interagency Collaboration",500,"https://www.fhlbtopeka.com/sitemap.xml",false,0,0
frbatlanta.org,"Federal Reserve Board",500,"undefined",false,0,0
fhlbsea.com,"Interagency Collaboration",200,"https://fhlbsea.com/sitemap.xml",false,0,0
fhlbsf.com,"Interagency Collaboration",200,"https://www.fhlbsf.com/sitemap.xml",true,223,0
igs.org,"National Aeronautics and Space Administration (NASA)",500,"https://igs.org/wp-sitemap.xml",false,0,0
fhlbi.com,"Interagency Collaboration",200,"https://www.fhlbi.com/sitemap.xml",true,0,0
fhlbny.com,"Interagency Collaboration",200,"https://www.fhlbny.com/sitemap_index.xml",true,0,0
fhlbcin.com,"Interagency Collaboration",200,"https://www.fhlbcin.com/my.logout.php3?errorcode=19",false,0,0
fhlbc.com,"Interagency Collaboration",200,"https://www.fhlbc.com/sitemap-index.xml",true,0,0
fhlbboston.com,"Interagency Collaboration",404,"https://www.fhlbboston.com/sitemap.xml",false,0,0
fhlbatl.com,"Interagency Collaboration",500,"http://fhlbatl.com/sitemap.xml",false,0,0
fhlbdm.com,"Interagency Collaboration",200,"https://fhlbdm.com/sitemap.xml",false,0,0
fhlbanks.com,"Interagency Collaboration",200,"https://fhlbanks.com/sitemap_index.xml",true,0,0
fhlb-pgh.com,"Interagency Collaboration",200,"https://www.fhlb-pgh.com/sitemap.xml",true,38,0
fhlb-of.com,"Interagency Collaboration",200,"https://fhlb-of.com/sitemap.xml",false,0,0
federalreserveeducation.org,"Federal Reserve Board",403,"http://www.federalreserveeducation.org/sitemap.xml",false,0,0
federallabs.org,"Interagency Collaboration",200,"https://federallabs.org/sitemap.xml",true,0,0
fhlb.com,"Interagency Collaboration",200,"https://www.fhlb.com/sitemap.xml",true,1035,0
fdrlibrary.marist.edu,"National Archives and Records Administration (NARA)",200,"https://www.fdrlibrary.org/",false,0,0
fd.org,"U.S. Courts",404,"https://www.fd.org/sitemap.xml",false,0,0
federalrelay.us,"General Services Administration",200,"https://www.tmobileaccess.com/services/captions-for-federal-government",false,0,1
fbiacademy.edu,"Federal Bureau of Investigation (FBI)",500,"undefined",false,0,0
farmcreditbank.com,"Farm Credit Administration",200,"https://www.farmcreditbank.com/sitemap.xml",true,177,0
fanniemae.com,"Federal National Mortgage Association",200,"https://singlefamily.fanniemae.com/sitemap.xml",true,0,0
farmermac.com,"Federal Agricultural Mortgage Corporation",200,"https://www.farmermac.com/sitemap_index.xml",true,0,0
escarosacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
fairhousingfirst.org,"Department of Housing and Urban Development (HUD)",302,"undefined",false,0,0
ertvideo.org,"Environmental Protection Agency (EPA)",500,"undefined",false,0,0
epcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
ertsupport.org,"Environmental Protection Agency (EPA)",500,"undefined",false,0,0
epancic.org,"Environmental Protection Agency (EPA)",500,"undefined",false,0,0
epaosc.org,"Environmental Protection Agency (EPA)",404,"https://response.epa.gov/sitemap.xml",false,0,0
epa.maps.arcgis.com,"Environmental Protection Agency (EPA)",200,"https://static.arcgis.com/sitemap.xml",false,0,0
enviroflash.info,"Environmental Protection Agency (EPA)",200,"https://www.enviroflash.info/sitemap.xml",true,25,7
elcivicsonline.org,"Department of Education (ED)",404,"https://elcivicsonline.org/sitemap.xml",false,0,0
fcc.us,"Federal Communications Commission (FCC)",500,"undefined",false,0,0
easternmasscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
earthkam.ucsd.edu,"National Aeronautics and Space Administration (NASA)",500,"undefined",false,0,0
efts.scportal.us,"Department of Defense",200,"http://ww25.efts.scportal.us/sitemap.xml?subid1=20241214-1416-2507-9577-72c3776a9d43",false,0,0
e2.gov.cwtsatotravel.com,"General Services Administration (GSA)",404,"https://e2.gov.cwtsatotravel.com/sitemap.xml",false,0,0
earthsystemmodeling.org,"National Aeronautics and Space Administration (NASA)",200,"https://earthsystemmodeling.org/sitemap.xml",true,15341,917
dvidshub.net,"Department of Defense (DOD)",403,"https://www.dvidshub.net/sitemap.xml",false,0,0
dodstarbase.org,"Department of Defense (DOD)",200,"https://dodstarbase.org/sitemap.xml",true,0,0
dodsbir.net,"Department of Defense (DOD)",200,"http://ww38.dodsbir.net/sitemap.xml",false,0,0
dodea.edu,"Department of Defense (DOD)",200,"https://www.dodea.edu/sitemap.xml",true,0,0
dvbic.org,"Department of Defense (DOD)",200,"https://dvbic.org/sitemap.xml",false,0,0
docsteach.org,"National Archives and Records Administration (NARA)",403,"undefined",false,0,0
dodccrp.org,"Department of Defense (DOD)",200,"http://www.dodccrp.org/html4/sitemap.html",false,0,0
digitalvaults.org,"National Archives and Records Administration (NARA)",200,"https://digitalvaults.org/sitemap.xml",true,0,0
dfwmetroplexcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
defensetv.tv,"Department of Defense (DOD)",500,"undefined",false,0,0
deamuseum.org,"Drug Enforcement Agency (DEA)",200,"https://museum.dea.gov/",false,0,0
dallasfed.org,"Federal Reserve Board",404,"https://www.dallasfed.org/sitemap.xml",false,0,0
d11nuscgaux.info,"U.S. Coast Guard Auxiliary",404,"http://d11nuscgaux.info/sitemap.xml",false,0,0
cybercemetery.unt.edu,"Quasigovernmental",404,"https://cybercemetery.unt.edu/sitemap.xml/",false,0,0
cvand29palmscfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
ctandwmacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
cowvcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
dhs-summit.us,"Department of Homeland Security (DHS)",500,"undefined",false,0,0
cooperhewitt.org,"Smithsonian Institution",200,"https://www.cooperhewitt.org/sitemap.xml",true,0,0
commissaries.com,"Defense Commissary Agency (DeCA)",500,"undefined",false,0,0
columbusbenningcfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
cooperativepatentclassification.org,"U.S. Patent and Trademark Office (USPTO)",404,"https://www.cooperativepatentclassification.org/sitemap.xml",false,0,0
coastalcarolinacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
coastalbendareacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
clu-in.org,"Environmental Protection Agency (EPA)",200,"https://clu-in.org/sitemap.xml",true,146,0
cobank.com,"Farm Credit Administration",200,"https://cobank.com/sitemap.xml",true,0,0
d13cgaux.com,"U.S. Coast Guard Auxiliary",500,"undefined",false,0,0
cldcentral.usalearning.net,"Office of Personnel Management (OPM)",404,"https://cldcentral.usalearning.gov/sitemap.xml",false,0,0
clevelandfed.org,"Federal Reserve Board",200,"https://www.clevelandfed.org/sitemap.xml",true,5140,0
cidi.org,"U.S. Agency for International Development (USAID)",200,"https://cidi.usaid.gov/bhacidi",false,0,0
chicagocfc.net,"Combined Federal Campaign",500,"undefined",false,0,0
chicagofed.org,"Federal Reserve Board",404,"https://www.chicagofed.org/sitemap.xml",false,0,0
chattanoogacfc.org,"Combined Federal Campaign",500,"undefined",false,0,0
chemcatbio.org,"Department of Energy (DOE)",404,"https://www.chemcatbio.org/sitemap.xml",false,0,0
cge.concursolutions.com,"General Services Administration (GSA)",200,"https://usg.concursolutions.com/govui",false,0,0
