domain,agency,status,redirect,https,dot_gov,www
hudhre.info,Department of Housing and Urban Development,403,https://hookerdunham.org/,true,false,true
insidevoa.com,U.S. Agency for Global Media,200,https://www.insidevoa.com/,true,false,true
illowacfc.org,Combined Federal Campaign,200,http://illowacfc.org/,false,false,false
informationrx.org,Health and Human Services,200,http://www.informationrx.org/,false,false,false
jamrs.org,Department of Defense,200,https://jamrs.defense.gov/,true,true,false
intermountaincfc.org,Combined Federal Campaign,200,http://intermountaincfc.org/,false,false,true
inwcfc.org,Combined Federal Campaign,200,http://inwcfc.org/,false,false,false
jlab.org,Department of Energy,200,https://www.jlab.org/,true,false,true
igs.org,National Aeronautics and Space Administration,200,https://igs.org/,true,false,true
kcp.com,Department of Energy,200,https://kcnsc.doe.gov/,true,true,true
knowyouroptions.com,Federal National Mortgage Association,200,https://www.fanniemae.com/,true,false,true
frbatlanta.org,Federal Reserve Board,500,undefined,undefined,undefined,false
lifeasamarine.com,U.S. Marine Corps,500,undefined,undefined,undefined,false
leopold.wilderness.net,U.S. Forest Service,200,https://leopold.wilderness.net/,true,false,false
johnsoncity-mountainhomecfc.org,Combined Federal Campaign,200,http://johnsoncity-mountainhomecfc.org/,false,false,false
kansascfc.org,Combined Federal Campaign,200,http://kansascfc.org/,false,false,false
livingmemorialsproject.net,U.S. Forest Service,200,http://livingmemorialsproject.net/,false,false,false
ktcfc.org,Combined Federal Campaign,200,http://ktcfc.org/,false,false,false
maricopacfc.org,Combined Federal Campaign,200,https://www.maricopacfc.org/,true,false,true
manufacturingusa.com,National Institute of Standards and Technology,200,https://www.manufacturingusa.com/,true,false,true
marines.com,U.S. Marine Corps,200,https://www.marines.com/,true,false,true
marineforlife.org,U.S. Marine Corps,200,https://www.usmc-mccs.org/marine-family-support/transition-readiness/marine-for-life-network,true,false,true
marinemarathon.com,U.S. Marine Corps,200,https://www.marinemarathon.com/,true,false,true
martinoticias.com,U.S. Agency for Global Media,200,https://www.martinoticias.com/,true,false,true
mcmregistration.com,U.S. Marine Corps,200,https://mcmregistration.com/,true,false,false
mdacareers.com,Missile Defense Agency,200,http://ww16.mdacareers.com/?sub1=20240307-1207-05c2-9773-0a318d7cce6d,false,false,false
metrodenvercfc.org,Combined Federal Campaign,200,http://www.metrodenvercfc.org/,false,false,false
micanaldepanama.com,Autoridad del Canal de Panama/Panama Canal Authority,200,https://pancanal.com/,true,false,true
literacydirectory.org,Department of Education,500,undefined,undefined,undefined,false
miamivalleycfc.org,Combined Federal Campaign,200,http://www.miamivalleycfc.org/,false,false,true
makersinspaces.org,Department of State,500,undefined,undefined,undefined,false
michcfc.org,Combined Federal Campaign,200,http://michcfc.org/,false,false,false
minneapolisfed.org,Federal Reserve Board,200,https://www.minneapolisfed.org/,true,false,true
moneyfactory.com,Bureau of Engraving and Printing,200,https://www.moneyfactory.com/,true,false,true
moon-cal.org,U.S. Geological Survey,200,http://moon-cal.org/,false,false,false
midlandsareacfc.org,Combined Federal Campaign,200,http://midlandsareacfc.org/,false,false,false
marshallcenter.org,George C. Marshall European Center for Security Studies,500,undefined,undefined,undefined,false
myfuture.com,Department of Defense,200,https://myfuture.com/,true,false,true
mymcx.com,U.S. Marine Corps,200,https://www.mymcx.com/,true,false,true
myedaccount.com,Department of Education,200,http://myedaccount.com/,false,false,false
nagb.org,National Assessment Governing Board,200,https://www.nagb.gov/,true,true,true
mynextmove.org,Employment and Training Administration,200,https://www.mynextmove.org/,true,false,true
myskillsmyfuture.org,Employment and Training Administration,200,https://www.myskillsmyfuture.org/,true,false,true
nasa-usa.de,National Aeronautical and Space Administration,200,https://www.nasa.gov/,true,true,true
nationalatlas.com,Department of Interior,301,https://nationalmap.gov/,true,true,false
nationalguard.com,U.S. National Guard,200,https://nationalguard.com/,true,false,false
navyreserve.com,Department of the Navy,200,https://www.navy.com/joining/ways-to-join/reserve,true,false,true
navy.com,Department of the Navy,200,https://www.navy.com/,true,false,true
neabigread.org,National Endowment for the Arts,200,https://neabigread.org/,true,false,false
ndu.edu,National Defense University,200,https://www.ndu.edu/,true,true,false
nationalatlas.org,Department of Interior,200,http://nationalatlas.org/,false,false,false
necfuture.com,Federal Railroad Administration,200,https://formspal.com/necfuture/,true,false,true
ncwvcfc.org,Combined Federal Campaign,200,http://ncwvcfc.org/,false,false,false
nefl-sega-cfc.org,Combined Federal Campaign,404,https://nefl-sega-cfc.org/,true,false,false
newhire-reporting.com,Administration for Children and Families,200,https://newhire-reporting.com/nhlanding.htm,true,false,false
newyorkfed.org,Federal Reserve Board,200,https://www.newyorkfed.org/,true,false,true
nepacfc.org,Combined Federal Campaign,200,http://nepacfc.org/,false,false,false
nevadacfc.org,Combined Federal Campaign,200,http://nevadacfc.org/,false,false,false
noradsanta.org,North American Aerospace Defense Command,200,https://www.noradsanta.org/en,true,false,true
newmexicocfc.org,Combined Federal Campaign,200,http://newmexicocfc.org/,false,false,false
northernlightscfc.org,Combined Federal Campaign,200,https://www.northernlightscfc.org/,true,false,true
northwestfloridacfc.org,Combined Federal Campaign,200,http://northwestfloridacfc.org/,false,false,false
norcalcfc.org,Combined Federal Campaign,200,http://norcalcfc.org/,false,false,false
northcoastcfc.org,Combined Federal Campaign,200,http://northcoastcfc.org/,false,false,false
northernnewenglandcfc.org,Combined Federal Campaign,200,http://northernnewenglandcfc.org/,false,false,false
nps.edu,Naval Postgraduate School,200,https://nps.edu/,true,true,false
nsopw.org,Department of Justice,200,https://www.nsopw.gov/,true,true,true
nutmegcfc.org,Combined Federal Campaign,200,http://nutmegcfc.org/,false,false,false
onecpd.info,Department of Housing and Urban Development,404,https://www.hudexchange.info/,true,false,true
onetonline.org,Employment and Training Administration,200,https://www.onetonline.org/,true,false,true
okaloosa-waltoncfc.org,Combined Federal Campaign,200,http://okaloosa-waltoncfc.org/,false,false,false
nyccfc.org,Combined Federal Campaign,200,http://nyccfc.org/,false,false,false
onslowcountycfc.org,Combined Federal Campaign,200,https://www.lawyer4lawsuit.com/lawsuits/camp-lejeune-water-contamination-lawsuit/,true,false,true
oup.org,Department of Housing and Urban Development,200,https://dan.com/buy-domain/oup.org?redirected=true,true,false,true
orvcfc.org,Combined Federal Campaign,200,http://orvcfc.org/,false,false,false
pacificnwcfc.org,Combined Federal Campaign,200,http://www.pacificnwcfc.org/,false,false,false
pancanal.com,Autoridad del Canal de Panama/Panama Canal Authority,200,https://pancanal.com/,true,false,false
pantex.com,Department of Energy,200,https://pantex.energy.gov/,true,true,true
opengovplatform.org,General Services Administration,200,https://www.opengovplatform.org/,true,false,true
pbgc.org,Pension Benefit Guarantee Corporation,200,https://www.pbgc.gov/,true,true,true
pepfar.net,Department of State,503,https://www.pepfar.net/,true,false,false
peakcfc.com,Combined Federal Campaign,200,http://peakcfc.com/,false,false,false
phpartners.org,Employment and Training Administration,500,undefined,undefined,undefined,false
philadelphiafed.org,Federal Reserve Board,500,undefined,undefined,undefined,false
potomaccfc.org,Combined Federal Campaign,500,undefined,undefined,undefined,false
project-open-data.github.io,General Services Administration,500,undefined,undefined,undefined,false
psoppc.com,Department of Health and Human Services,200,http://psoppc.com/,false,false,false
psoppc.net,Department of Health and Human Services,200,http://psoppc.net/,false,false,false
psoppc.org,Department of Health and Human Services,200,https://psoppc.org/,true,false,false
radiosawa.com,U.S. Agency for Global Media,200,https://www.radiosawa.com/,true,false,true
r3coastal.com,Federal Emergency Management Agency,200,http://r3coastal.com/,false,false,false
reirs.com,Nuclear Regulatory Commission,200,https://reirs.com/,true,false,false
realwarriors.net,Department of Defense,200,https://www.health.mil/Military-Health-Topics/Centers-of-Excellence/Psychological-Health-Center-of-Excellence/Real-Warriors-Campaign,true,true,true
rewardsforjustice.net,Department of State,200,https://rewardsforjustice.net/,true,false,true
ownyourlimits.org,Department of Defense,200,https://www.ownyourlimits.org/,true,false,true
psctool.us,Department of Defense,500,undefined,undefined,undefined,false
riandsemacfc.org,Combined Federal Campaign,200,http://riandsemacfc.org/,false,false,false
richmondfed.org,Federal Reserve Board,200,https://www.richmondfed.org/,true,false,true
rferl.org,U.S. Agency for Global Media,200,https://www.rferl.org/,true,false,true
rockymountaincfc.org,Combined Federal Campaign,200,http://rockymountaincfc.org/,false,false,false
sanangelocfc.org,Combined Federal Campaign,200,http://sanangelocfc.org/,false,false,false
rfa.org,U.S. Agency for Global Media,200,https://www.rfa.org/english/,true,false,true
senccfc.org,Combined Federal Campaign,200,http://senccfc.org/,false,false,false
sftool.ecomedes.com,General Services Administration,403,http://sftool.ecomedes.com/,false,false,false
sepa-lehighcfc.org,Combined Federal Campaign,200,http://sepa-lehighcfc.org/,false,false,false
smithsonian.com,Smithsonian Institution,200,https://smithsonian.com/,true,false,false
si.edu,Smithsonian Institution,200,https://www.si.edu/,true,true,true
scportal.us,Department of Defense,200,http://scportal.us/,false,false,false
smithsonian.org,Smithsonian Institution,200,https://www.si.edu/,true,true,true
smithsonianscience.org,Smithsonian Institution,500,undefined,undefined,undefined,false
smithsonianchannel.com,Smithsonian Institution,200,https://www.smithsonianchannel.com/,true,false,true
smithsonianeducation.org,Smithsonian Institution,500,undefined,undefined,undefined,false
smithsonianmag.com,Smithsonian Institution,200,https://www.smithsonianmag.com/,true,false,true
smithsonianstore.com,Smithsonian Institution,200,https://www.smithsonianstore.com/,true,false,true
smokeybear.com,U.S. Forest Service,200,https://smokeybear.com/,true,false,false
socalcfc.org,Combined Federal Campaign,200,http://socalcfc.org/,false,false,false
smokymountaincfc.org,Combined Federal Campaign,200,http://smokymountaincfc.org/,false,false,false
stripes.com,Department of Defense,200,https://www.stripes.com/,true,false,true
smithsonianjourneys.org,Smithsonian Institution,200,https://www.smithsonianjourneys.org/,true,false,true
spaceappschallenge.org,National Aeronautics and Space Administration,200,https://www.spaceappschallenge.org/,true,false,true
suicidepreventionlifeline.org,Substance Abuse and Mental Health Services Administration,200,https://988lifeline.org/,true,false,true
southwestfloridacfc.org,Combined Federal Campaign,200,http://southwestfloridacfc.org/,false,false,false
thecommunityguide.org,Department of Health and Human Services,200,https://thecommunityguide.org/,true,false,false
t2health.org,Department of Defense,200,http://www.t2health.org/,false,false,false
todaysmilitary.com,Department of Defense,200,https://www.todaysmilitary.com/,true,false,true
suncoastcfc.org,Combined Federal Campaign,200,http://suncoastcfc.org/,false,false,false
theshoalscfc.org,Combined Federal Campaign,200,http://theshoalscfc.org/,false,false,false
tva.com,Tennessee Valley Authority,403,https://www.tva.com/,true,false,true
tnregionalcfc.org,Combined Federal Campaign,200,http://tnregionalcfc.org/,false,false,false
usafa.edu,Department of the Air Force,200,https://www.usafa.edu/,true,true,false
tvars.com,Tennessee Valley Authority,200,https://tvars.com/,true,false,true
us-mission.ch,Department of State,200,https://geneva.usmission.gov/,true,true,true
usarmyjrotc.com,Department of the Army,500,undefined,undefined,undefined,false
usarmymars.org,US Army Network Enterprise Technology Command,200,http://usarmymars.org/,false,false,false
uscga.edu,U.S. Coast Guard,200,https://uscga.edu/,true,true,true
uscgalaska.com,U.S. Coast Guard,200,https://usvesselregistrar.us/,true,false,true
uscgaux.info,U.S. Coast Guard Auxiliary,200,http://www.uscgaux.info/,false,false,false
usda.mannlib.cornell.edu,Department of Agriculture,500,undefined,undefined,undefined,false
uscgboating.org,U.S. Coast Guard,200,https://uscgboating.org/,true,false,false
uscgnews.com,U.S. Coast Guard,200,https://www.uscgnews.com/,true,false,true
usdirectexpress.com,Bureau of Fiscal Service,200,https://www.usdirectexpress.com/,true,false,true
usma.edu,Department of the Army,500,undefined,undefined,undefined,false
trainex.org,Environmental Protection Agency,500,undefined,undefined,undefined,false
tvaed.com,Tennessee Valley Authority,500,undefined,undefined,undefined,false
usmc-mccs.org,U.S. Marine Corps,200,https://www.usmc-mccs.org/,true,false,true
usmma.edu,United States Merchant Marine Academy,200,https://www.usmma.edu/,true,true,false
usembassy-china.org.cn,Department of State,200,http://www.usembassy-china.org.cn/,false,false,false
ustraveldocs.com,Department of State,200,https://ustraveldocs.com/,true,false,false
usps.com,U.S. Postal Service,200,https://www.usps.com/,true,false,true
usu.edu/beetle,U.S. Forest Service,403,https://www.usu.edu/beetle/,true,true,true
veteranscrisisline.net,Department of Veterans Affairs,200,https://www.veteranscrisisline.net/,true,false,true
veteranshealthlibrary.org,undefined,200,http://www.veteranshealthlibrary.org/,false,false,false
usuhs.edu,Uniformed Services University of the Health Services,400,https://usuhs.edu/,true,true,false
voanews.com,U.S. Agency for Global Media,200,https://www.voanews.com/,true,false,true
voatour.com,U.S. Agency for Global Media,200,https://www.insidevoa.com/p/8574.html,true,false,true
vetmedinfo.org,Health and Human Services,200,http://www.vetmedinfo.org/,false,false,false
usmcu.edu,Marine Corps University,200,https://www.usmcu.edu/,true,true,false
vasc.org/erc,National Aeronautics and Space Administration,404,http://vasc.org/erc,false,false,true
waterqualitydata.us,Department of Interior,301,https://waterqualitydata.us/,true,false,false
usna.edu,United States Naval Academy,500,undefined,undefined,undefined,false
westpoint.edu,Department of the Army,500,undefined,undefined,undefined,false
wibeaches.us,Department of the Interior,200,https://dnr.wisconsin.gov/topic/Beaches,true,true,true
war-on-pineapple.com,Department of Homeland Security,200,http://www.war-on-pineapple.com/,false,false,false
westernmacfc.org,Combined Federal Campaign,200,http://westernmacfc.org/,false,false,false
westernmarylandcfc.org,Combined Federal Campaign,200,http://westernmarylandcfc.org/,false,false,false
yes-abroad.org,Department of State,200,http://yes-abroad.org/,false,false,false
yesprograms.org,Department of State,200,https://yesprograms.org/,true,false,false
ycq2.org,Department of Defense,200,https://www.ycq2.org/,true,false,true
csosa.biz,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
csosa.co,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
csosa.com,Court Services and Offender Supervision Agency,500,undefined,undefined,undefined,false
csosa.info,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
csosa.me,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
abmceducation.org ,American Battle Memorial Commission,200,https://www.marinacoveresort.com/,true,false,true
csosa.net,Court Services and Offender Supervision Agency,500,undefined,undefined,undefined,false
csosa.mobi,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
dcsafesurrender.com,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
dcsafesurrender.net,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
csosa.org,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
dcsafesurrender.org,Court Services and Offender Supervision Agency,200,https://www.csosa.gov/,true,true,true
csosadev.net,Court Services and Offender Supervision Agency,200,http://www.csosadev.net/,false,false,false
cultureready.org,Department of Defense,500,undefined,undefined,undefined,false
americanmadechallenges.org,Department of Energy,200,https://americanmadechallenges.org/,true,false,false
ahrqadmin.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
actagainstaids.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
brainattackcoalition.org,Department of Health and Human Services,200,https://www.ninds.nih.gov/health-information/patient-caregiver-education/brain-attack-coalition,true,true,true
cahpsusernetwork.net,Department of Health and Human Services,403,https://www.cahpsusernetwork.net/,true,false,false
ahrqstg.org,Department of Health and Human Services,200,http://www.ahrqstg.org/,false,false,false
ahrqdev.org,Department of Health and Human Services,200,http://ahrqdev.org/,false,false,false
cfsrportal.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
chainonline.org,Department of Health and Human Services,403,https://racebiomed.org/,true,false,true
ccwdata.org,Department of Health and Human Services,200,https://www2.ccwdata.org/web/guest/home/,true,false,true
citdbase.org,Department of Health and Human Services,200,https://www.citdbase.org/,true,false,true
charmmtutorial.org,Department of Health and Human Services,200,https://www.charmm.org/wiki//index.php/CHARMM_Tutorial,true,false,true
charmm.org,Department of Health and Human Services,200,https://www.charmm.org//,true,false,false
csscoperations.com,Department of Health and Human Services,200,https://csscoperations.com/,true,false,false
directihs.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
coronaviruspreventionnetwork.org,Department of Health and Human Services,200,https://preventcovid.org/,true,false,true
detroitself.org,Department of Health and Human Services,200,https://detroitself.org/,true,false,false
ctsu.org,Department of Health and Human Services,200,https://www.ctsu.org/Public/Default.aspx?ReturnUrl=%2f,true,false,true
docline.org,Department of Health and Human Services,200,http://www.docline.org/,false,false,false
everytrycounts.org,Department of Health and Human Services,200,http://everytrycounts.org/,false,false,false
every-try-counts.org,Department of Health and Human Services,200,http://every-try-counts.org/,false,false,false
everytry.org,Department of Health and Human Services,200,http://everytry.org/,false,false,false
cdcpartners.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
fatherhoodgov.info,Department of Health and Human Services,500,undefined,undefined,undefined,false
gem-beta.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
genbank.com,Department of Health and Human Services,200,http://www.genbank.com/,false,false,false
genbank.net,Department of Health and Human Services,200,http://www.genbank.net/,false,false,false
gem-measures.org,Department of Health and Human Services,200,https://cancercontrol.cancer.gov/brp/research/group-evaluated-measures,true,true,true
genbank.org,Department of Health and Human Services,200,http://www.genbank.org/,false,false,false
genbank.xyz,Department of Health and Human Services,200,http://www.genbank.xyz/,false,false,false
gratefulmed.com,Department of Health and Human Services,200,http://www.gratefulmed.com/,false,false,false
hcgov.us,Department of Health and Human Services,200,https://hcgov.us/,true,false,false
gratefulmed.info,Department of Health and Human Services,200,http://www.gratefulmed.info/,false,false,false
gratefulmed.net,Department of Health and Human Services,200,http://www.gratefulmed.net/,false,false,false
hapmap.org,Department of Health and Human Services,200,http://www.hapmap.org/,false,false,false
gratefulmed.org,Department of Health and Human Services,200,http://www.gratefulmed.org/,false,false,false
hfpp-ttp.org,Department of Health and Human Services,200,http://www.hfpp-ttp.org/,false,false,false
howrightnow.com,Department of Health and Human Services,200,https://www.cdc.gov/howrightnow/,true,true,true
hearttruth.net,Department of Health and Human Services,200,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,true,true,false
hearttruth.org,Department of Health and Human Services,200,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,true,true,true
howrightnow.online,Department of Health and Human Services,200,https://www.cdc.gov/howrightnow/,true,true,true
howrightnow.org,Department of Health and Human Services,200,https://www.cdc.gov/howrightnow/,true,true,true
igm.org,Department of Health and Human Services,200,http://www.igm.org/,false,false,false
informationrx.info,Department of Health and Human Services,200,http://www.informationrx.info/,false,false,false
medicalbillrights.com,Department of Health and Human Services,200,https://medicalbillrights.com/,true,false,false
informationrx.net,Department of Health and Human Services,200,http://www.informationrx.net/,false,false,false
loansomedoc.net,Department of Health and Human Services,200,http://www.loansomedoc.net/,false,false,false
hearttruth.com,Department of Health and Human Services,200,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,true,true,false
loansomedoc.org,Department of Health and Human Services,200,http://www.loansomedoc.org/,false,false,false
medicalbillrights.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
medicalbillrights.net,Department of Health and Human Services,200,https://medicalbillrights.net/,true,false,false
medlars.com,Department of Health and Human Services,200,http://www.medlars.com/,false,false,false
medlars.info,Department of Health and Human Services,200,http://www.medlars.info/,false,false,false
medlars.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlars.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlars.us,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlineplus.com,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlineplus.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlineplus.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlneplus.com,Department of Health and Human Services,500,undefined,undefined,undefined,false
medlneplus.info,Department of Health and Human Services,500,undefined,undefined,undefined,false
mepsdocs.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
mepstech.com,Department of Health and Human Services,500,undefined,undefined,undefined,false
mesh.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
namrs.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
ncands.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
ncats.io,Department of Health and Human Services,500,undefined,undefined,undefined,false
nci-fyi.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
ncihub.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
nihseniorhealth.biz,Department of Health and Human Services,200,http://www.nihseniorhealth.biz/,false,false,false
nih.com,Department of Health and Human Services,200,https://www.nih.gov/,true,true,false
nihseniorhealth.com,Department of Health and Human Services,200,http://www.nihseniorhealth.com/,false,false,false
nihseniorhealth.info,Department of Health and Human Services,200,http://www.nihseniorhealth.info/,false,false,false
nhlbiwgs.org,Department of Health and Human Services,200,https://topmed.nhlbi.nih.gov/,true,true,true
nlm.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
nihseniorhealth.net,Department of Health and Human Services,200,http://www.nihseniorhealth.net/,false,false,false
nihseniorhealth.org,Department of Health and Human Services,200,http://www.nihseniorhealth.org/,false,false,false
nlm.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
nlmgiftshop.com,Department of Health and Human Services,200,http://www.nlmgiftshop.com/,false,false,false
nlmgiftshop.net,Department of Health and Human Services,200,http://www.nlmgiftshop.net/,false,false,false
pccqualitymonitoring.com,Department of Health and Human Services,500,undefined,undefined,undefined,false
pcorcds-ln.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
pccds-ln.org,Department of Health and Human Services,200,http://pccds-ln.org/,false,false,false
nlmgiftshop.info,Department of Health and Human Services,200,http://www.nlmgiftshop.info/,false,false,false
phs-nurse.org,Department of Health and Human Services,200,https://www.afternic.com/forsale/phs-nurse.org?traffic_id=GoDaddy_DLS&traffic_type=TDFS&utm_campaign=TDFS_GoDaddy_DLS&utm_medium=sn_affiliate_click&utm_source=TDFS,true,false,true
proteincapture.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
phiresearchlab.org,Department of Health and Human Services,200,http://www.phiresearchlab.org/,false,false,false
presidentschallenge.org,Department of Health and Human Services,200,https://health.gov/pcsfn,true,true,true
psoppc.info,Department of Health and Human Services,200,http://psoppc.info/,false,false,false
pubchem.biz,Department of Health and Human Services,200,http://www.pubchem.biz/,false,false,false
pubchem.info,Department of Health and Human Services,200,http://www.pubchem.info/,false,false,false
oahpmdata.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
pubmed-central.com,Department of Health and Human Services,200,http://www.pubmed-central.com/,false,false,false
pubchem.us,Department of Health and Human Services,200,http://www.pubchem.us/,false,false,false
pubmed-central.info,Department of Health and Human Services,200,http://www.pubmed-central.info/,false,false,false
pubmed-central.net,Department of Health and Human Services,200,http://www.pubmed-central.net/,false,false,false
pubmedcentral.info,Department of Health and Human Services,200,http://www.pubmedcentral.info/,false,false,false
pubmed-central.org,Department of Health and Human Services,200,http://www.pubmed-central.org/,false,false,false
pubmedcentral.us,Department of Health and Human Services,200,http://www.pubmedcentral.us/,false,false,false
scienceforum.sc,Department of Health and Human Services,500,undefined,undefined,undefined,false
qualitynet.org,Department of Health and Human Services,200,https://qualitynet.cms.gov/,true,true,true
racwarehouse.org,Department of Health and Human Services,200,https://www.racwarehouse.org/RACDW/index.action,true,false,true
quehacerahora.org,Department of Health and Human Services,200,https://www.cdc.gov/howrightnow/espanol/,true,true,true
sisterstudy.org,Department of Health and Human Services,200,https://sisterstudy.niehs.nih.gov/English/index1.htm,true,true,true
ssbgportal.net,Department of Health and Human Services,200,https://ssbgportal.acf.hhs.gov/Account/Login?ReturnUrl=%2F,true,true,true
thehearttruth.net,Department of Health and Human Services,500,undefined,undefined,undefined,false
thehearttruth.com,Department of Health and Human Services,200,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,true,true,false
thehearttruth.org,Department of Health and Human Services,200,https://www.nhlbi.nih.gov/health-topics/education-and-awareness/heart-truth,true,true,false
thesisterstudy.org,Department of Health and Human Services,200,https://sisterstudy.niehs.nih.gov/English/index1.htm,true,true,true
vaccinefinder.org,Department of Health and Human Services,200,https://www.vaccines.gov/,true,true,true
sitenv.org,Department of Health and Human Services,500,undefined,undefined,undefined,false
vetmed.wiki,Department of Health and Human Services,200,http://www.vetmed.wiki/,false,false,false
vetmedinfo.net,Department of Health and Human Services,200,http://www.vetmedinfo.net/,false,false,false
worklife4you.com,Department of Health and Human Services,200,https://www.worklife4you.com/index.html,true,false,true
uspreventiveservicestaskforce.org,Department of Health and Human Services,200,https://uspreventiveservicestaskforce.org/uspstf/,true,false,true
protectivedns.net,Department of Homeland Security,403,https://www.protectivedns.cisa.gov/,true,true,false
acinet.org,Department of Labor,403,https://www.careeronestop.org/Toolkit/ACINet.aspx,true,false,true
cyberstorm8.com,Department of Homeland Security,200,http://cyberstorm8.com/,false,false,false
cdmdashboard.com,Department of Homeland Security,500,undefined,undefined,undefined,false
alx.org,Department of Labor,500,undefined,undefined,undefined,false
bonds4jobs.com,Department of Labor,500,undefined,undefined,undefined,false
epolicyworks.org,Department of Labor,200,http://epolicyworks.org/,false,false,false
euusosh.org,Department of Labor,200,https://www.euusosh.org/,true,false,true
jcsuccess.org,Department of Labor,401,https://jcsuccess.org/,true,false,false
jcmarketplace.com,Department of Labor,200,https://jcmarketplace.com/,true,false,true
inclusiveapprenticeship.org,Department of Labor,200,https://inclusiveapprenticeship.org/,true,false,true
capeyouth.org,Department of Labor,200,https://capeyouth.org/,true,false,true
joinjobcorps.com,Department of Labor,500,undefined,undefined,undefined,false
neapmap.com,Department of Labor,200,https://neapmap.com/,true,false,true
mynextmove.org ,Department of Labor,200,https://www.mynextmove.org/,true,false,true
jctalentworks.com ,Department of Labor,200,https://info.joinjobcorps.com/searchcareers,true,false,true
onetcenter.org,Department of Labor,200,https://www.onetcenter.org/,true,false,true
servicelocator.org,Department of Labor,500,undefined,undefined,undefined,false
peatworks.org,Department of Labor,200,https://www.peatworks.org/,true,false,true
useuosh.org,Department of Labor,200,https://www.useuosh.org/,true,false,true
workforcegps.org ,Department of Labor,403,http://workforcegps.org/,false,false,false
ustedquepuedehacer.org,Department of Labor,200,https://www.whatcanyoudocampaign.org/espanol/,true,false,true
whatcanyoudocampaign.org,Department of Labor,200,https://www.whatcanyoudocampaign.org/,true,false,true
rfj.tips,Department of State,200,https://rfj.tips/,true,false,false
cfcgiving.org,Office of Personnel Management,200,http://www.cfcgiving.org/,false,false,true
combinedfederal.org,Office of Personnel Management,200,http://www.combinedfederal.org/,false,false,true
federalcampaign.org,Office of Personnel Management,200,http://www.federalcampaign.org/,false,false,true
usajobs.com,Office of Personnel Management,200,https://www.usajobs.gov/,true,true,true
jobcorps.org,Department of Labor,200,https://www.jobcorps.gov/,true,true,false
usajobsassess.com,Office of Personnel Management,200,http://www.usajobsassess.com/,false,false,true
usajobsassess.us,Office of Personnel Management,200,http://usajobsassess.us/,false,false,false
fedroom.com,General Services Administration,200,http://fedroom.com/,false,false,false
usajobsrecruit.com,Office of Personnel Management,200,http://www.usajobsrecruit.com/,false,false,true
usajobsrecruit.us,Office of Personnel Management,200,http://www.usajobsrecruit.us/,false,false,true
xsp.org,Office of Personnel Management,200,http://xsp.org/,false,false,false
pbgc.biz,Pension Benefit Guaranty Corporation,200,https://www.pbgc.gov/,true,true,true
pbgc.com,Pension Benefit Guaranty Corporation,200,https://www.pbgc.gov/,true,true,true
pbgc.net,Pension Benefit Guaranty Corporation,200,https://www.pbgc.gov/,true,true,true
pbgc.us,Pension Benefit Guaranty Corporation,200,https://www.pbgc.gov/,true,true,true
artcollectorsprogram.org,Smithsonian Institution,200,https://artcollectorsprogram.org/,true,false,false
cicadamerch.com,Smithsonian Institution,403,https://cicadamerch.com/,true,false,false
discoverytheater.org,Smithsonian Institution,200,https://www.discoverytheater.org/,true,false,true
howeycoins.com,Securities and Exchange Commission,200,http://www.howeycoins.com/,false,false,false
